Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000259200,0,1,2,1,13,6,0,0
ENSG00000259201,1,0,0,0,0,0,2,1
ENSG00000259202,9,5,0,0,0,0,6,0
ENSG00000259203,0,0,0,0,0,0,0,0
ENSG00000259204,0,0,0,0,0,0,0,0
ENSG00000259205,3,0,19,25,20,30,1,0
ENSG00000259207,6334,2305,3,8,5,4,22523,6829
ENSG00000259208,0,0,0,0,0,0,1,0
ENSG00000259211,2,1,1,2,0,4,3,0
ENSG00000259212,4,1,3,9,1,7,3,0
ENSG00000259213,0,0,0,0,0,0,0,0
ENSG00000259214,0,0,0,0,0,0,0,0
ENSG00000259215,2,1,1,0,0,0,0,1
ENSG00000259216,36,30,20,32,35,19,67,23
ENSG00000259217,0,0,0,0,0,0,0,0
ENSG00000259218,0,0,0,0,1,0,0,0
ENSG00000259219,1,0,2,1,1,1,2,0
ENSG00000259221,0,0,0,0,0,0,0,0
ENSG00000259223,0,0,1,2,2,0,0,0
ENSG00000259224,4,5,33,26,27,48,8,1
ENSG00000259225,2,1,0,0,2,0,0,0
ENSG00000259227,0,0,0,0,0,0,0,0
ENSG00000259228,3,0,1,0,0,1,3,2
ENSG00000259229,0,0,0,0,0,0,0,0
ENSG00000259230,18,9,26,16,29,14,11,8
ENSG00000259231,0,0,0,0,0,0,0,0
ENSG00000259232,1,0,1,0,0,2,1,1
ENSG00000259234,0,1,0,2,4,0,0,0
ENSG00000259235,0,0,0,2,1,1,0,0
ENSG00000259236,0,0,0,0,0,1,0,0
ENSG00000259237,0,1,0,2,2,1,1,0
ENSG00000259238,1,0,4,3,12,2,4,0
ENSG00000259239,0,0,0,0,0,0,0,0
ENSG00000259240,0,1,0,0,0,0,0,0
ENSG00000259241,0,0,0,0,0,0,0,0
ENSG00000259242,3,1,0,0,1,0,0,0
ENSG00000259245,3,1,0,2,0,3,1,0
ENSG00000259246,0,0,0,0,0,0,0,0
ENSG00000259247,0,0,0,0,0,0,0,0
ENSG00000259248,38,15,42,131,116,58,30,13
ENSG00000259250,16,5,28,7,8,13,11,4
ENSG00000259251,1,2,15,44,54,25,1,1
ENSG00000259252,2,2,0,0,0,0,0,1
ENSG00000259254,3,0,4,0,0,2,5,3
ENSG00000259256,3,1,0,0,0,1,2,2
ENSG00000259257,3,2,9,2,3,8,3,1
ENSG00000259258,2,1,0,0,3,0,0,0
ENSG00000259259,0,0,0,1,0,1,2,0
ENSG00000259261,0,0,0,0,0,0,0,0
ENSG00000259262,1,0,1,0,0,0,1,0
ENSG00000259265,14,14,5,6,9,5,27,12
ENSG00000259266,0,0,0,0,0,0,0,0
ENSG00000259267,0,0,0,0,0,0,0,0
ENSG00000259268,0,0,10,6,3,8,1,0
ENSG00000259269,0,0,2,0,0,0,0,0
ENSG00000259270,0,0,0,0,0,0,0,0
ENSG00000259271,0,0,0,0,0,0,0,0
ENSG00000259273,0,0,0,0,0,0,0,0
ENSG00000259275,3,0,0,13,10,1,4,1
ENSG00000259276,3,1,0,0,0,0,2,0
ENSG00000259277,4,0,0,0,0,0,1,0
ENSG00000259278,2,0,2,4,0,4,0,0
ENSG00000259280,1,0,0,0,0,0,1,1
ENSG00000259281,0,0,0,0,0,0,0,0
ENSG00000259282,0,0,0,0,0,0,0,0
ENSG00000259283,0,0,0,0,3,0,0,0
ENSG00000259284,0,0,0,0,0,0,0,0
ENSG00000259285,0,0,0,0,0,0,0,0
ENSG00000259286,0,1,0,1,2,2,0,0
ENSG00000259287,0,0,1,6,8,1,2,0
ENSG00000259288,1,2,0,0,0,1,1,0
ENSG00000259289,2,0,0,2,0,0,1,1
ENSG00000259290,0,0,0,0,2,1,0,0
ENSG00000259291,27,13,69,105,139,90,17,9
ENSG00000259293,0,0,0,0,1,0,0,0
ENSG00000259294,0,1,0,0,1,0,0,1
ENSG00000259295,0,0,2,0,0,3,0,0
ENSG00000259296,0,1,0,0,0,0,0,0
ENSG00000259299,8,1,1,2,0,1,3,1
ENSG00000259300,1,0,0,0,0,0,0,0
ENSG00000259301,0,0,0,0,0,0,0,0
ENSG00000259302,0,0,0,0,0,0,0,0
ENSG00000259303,0,0,0,0,0,0,0,0
ENSG00000259304,0,0,0,0,0,1,0,0
ENSG00000259305,12,2,6,2,2,0,14,2
ENSG00000259307,0,0,0,0,0,0,0,0
ENSG00000259308,3,0,0,1,1,0,1,0
ENSG00000259309,0,0,0,5,1,1,0,0
ENSG00000259312,0,0,0,0,0,0,0,0
ENSG00000259314,3,1,3,2,2,2,2,1
ENSG00000259315,0,0,0,0,0,0,0,0
ENSG00000259316,2,0,1,1,0,1,0,0
ENSG00000259317,0,0,0,0,0,0,0,0
ENSG00000259318,33,22,7,15,19,11,27,13
ENSG00000259319,2,3,31,100,118,42,0,2
ENSG00000259320,0,0,0,0,0,0,0,0
ENSG00000259321,11,3,78,65,72,62,11,7
ENSG00000259322,2,0,2,1,3,2,0,0
ENSG00000259324,0,0,0,0,0,0,0,0
ENSG00000259326,11,6,10,14,8,10,8,3
ENSG00000259327,0,0,0,0,0,0,0,0
ENSG00000259330,439,160,1057,762,1056,1212,478,177
ENSG00000259331,0,0,0,0,0,0,0,0
ENSG00000259332,0,0,0,0,0,0,0,0
ENSG00000259333,0,0,0,0,0,0,0,0
ENSG00000259334,0,0,0,0,0,0,0,0
ENSG00000259335,8,0,3,5,0,1,3,1
ENSG00000259336,1,1,0,3,1,1,1,0
ENSG00000259337,0,0,0,0,0,0,0,0
ENSG00000259338,0,0,0,0,0,0,0,0
ENSG00000259339,0,0,0,1,0,0,0,0
ENSG00000259340,3,1,7,4,5,2,3,1
ENSG00000259341,17,4,1,2,0,0,15,4
ENSG00000259342,1,0,0,0,0,0,5,2
ENSG00000259343,46,16,100,245,253,75,47,10
ENSG00000259345,23,13,508,225,239,635,30,7
ENSG00000259346,0,0,1,0,1,2,0,0
ENSG00000259347,17,8,0,3,1,0,16,5
ENSG00000259349,37,18,18,36,36,23,17,4
ENSG00000259350,0,0,0,0,0,0,0,0
ENSG00000259351,1,0,1,1,1,2,0,0
ENSG00000259352,0,0,0,0,0,0,0,0
ENSG00000259353,0,0,0,0,0,0,0,0
ENSG00000259354,4,4,8,11,15,7,16,5
ENSG00000259356,0,0,1,0,0,0,0,0
ENSG00000259357,0,0,0,0,0,0,0,0
ENSG00000259358,294,120,9,16,9,7,217,69
ENSG00000259360,0,1,0,0,0,0,0,0
ENSG00000259361,0,0,0,0,0,0,0,0
ENSG00000259362,1,0,0,0,0,0,0,0
ENSG00000259363,3,1,0,0,3,2,1,0
ENSG00000259364,3,0,1,2,0,0,1,0
ENSG00000259365,0,0,0,0,0,0,0,0
ENSG00000259366,24,13,103,77,88,107,36,7
ENSG00000259367,0,0,0,0,0,0,1,0
ENSG00000259368,0,0,0,0,0,0,0,0
ENSG00000259369,2,0,0,0,0,0,2,2
ENSG00000259370,6,2,5,3,2,2,7,2
ENSG00000259371,0,0,0,0,0,0,0,0
ENSG00000259374,0,0,0,0,0,0,0,0
ENSG00000259375,0,0,0,0,0,0,4,2
ENSG00000259377,0,0,5,7,1,3,1,0
ENSG00000259378,15,5,2,7,5,11,8,7
ENSG00000259379,0,0,0,0,0,0,0,0
ENSG00000259380,3,1,0,4,3,1,2,1
ENSG00000259381,7,4,0,3,5,10,5,4
ENSG00000259383,0,0,1,0,11,4,0,0
ENSG00000259384,0,0,0,0,0,0,0,0
ENSG00000259385,0,0,0,0,0,0,0,0
ENSG00000259388,0,0,0,1,1,0,0,0
ENSG00000259389,0,0,0,0,0,0,1,0
ENSG00000259390,0,0,0,0,2,0,0,0
ENSG00000259392,1,0,0,0,0,0,0,0
ENSG00000259393,0,0,0,0,0,0,0,0
ENSG00000259394,0,0,12,19,11,11,1,0
ENSG00000259395,0,0,0,0,0,0,0,0
ENSG00000259396,1,3,0,2,2,2,1,0
ENSG00000259397,1,0,3,1,2,0,0,0
ENSG00000259398,0,1,0,1,0,1,0,0
ENSG00000259399,0,0,0,0,0,0,0,0
ENSG00000259402,0,1,0,0,0,3,0,1
ENSG00000259403,1,0,0,0,0,0,0,0
ENSG00000259404,0,0,0,0,0,0,1,0
ENSG00000259405,0,0,0,0,0,0,0,0
ENSG00000259408,1,0,4,7,12,7,1,0
ENSG00000259409,0,0,0,0,0,0,0,0
ENSG00000259410,0,1,2,2,0,2,1,0
ENSG00000259411,4,1,0,2,7,1,4,1
ENSG00000259413,0,4,0,3,0,1,4,1
ENSG00000259414,0,0,0,0,0,0,0,0
ENSG00000259415,0,2,1,2,0,0,2,0
ENSG00000259416,20,7,43,34,52,42,21,3
ENSG00000259417,9,6,6,11,11,3,4,1
ENSG00000259418,6,0,3,5,3,2,0,0
ENSG00000259419,0,0,1,4,3,3,2,0
ENSG00000259420,1,0,0,0,0,0,1,0
ENSG00000259421,2,1,0,0,0,0,2,0
ENSG00000259422,1,0,1,18,20,8,2,0
ENSG00000259424,15,6,1,5,2,4,12,3
ENSG00000259425,0,0,0,1,0,1,0,0
ENSG00000259426,41,22,53,73,104,31,33,7
ENSG00000259427,0,0,0,0,0,0,0,0
ENSG00000259428,0,0,0,0,0,0,0,0
ENSG00000259429,3,0,5,3,1,0,2,0
ENSG00000259430,0,0,0,0,0,0,0,0
ENSG00000259431,17,6,340,419,527,343,12,6
ENSG00000259432,1,2,0,0,0,0,3,0
ENSG00000259433,0,0,0,0,0,0,0,0
ENSG00000259434,0,0,63,48,51,62,0,0
ENSG00000259435,0,0,0,0,0,0,0,0
ENSG00000259437,0,0,0,0,0,0,0,0
ENSG00000259438,6,1,48,55,77,50,6,2
ENSG00000259439,132,56,0,1,1,0,76,27
ENSG00000259440,2,1,0,0,0,0,1,0
ENSG00000259441,2,0,0,4,5,1,0,2
ENSG00000259442,0,0,3,7,4,0,0,0
ENSG00000259443,0,0,0,0,0,0,0,0
ENSG00000259446,0,0,0,0,0,0,0,0
ENSG00000259447,0,0,3,3,0,3,0,0
ENSG00000259448,9,1,19,5,12,16,5,5
ENSG00000259449,1,0,0,0,0,0,0,0
ENSG00000259452,1,1,0,0,0,0,1,1
ENSG00000259453,1,0,0,0,0,1,0,0
ENSG00000259454,0,0,1,0,5,0,0,0
ENSG00000259456,159,52,90,173,167,123,107,29
ENSG00000259457,1,0,6,18,17,5,0,0
ENSG00000259458,2,1,0,0,0,0,0,0
ENSG00000259459,4,1,1,1,1,4,5,1
ENSG00000259460,25,13,0,0,0,0,24,7
ENSG00000259461,0,0,0,0,0,0,0,0
ENSG00000259462,3,3,0,1,2,1,0,0
ENSG00000259463,5,1,0,2,1,0,1,0
ENSG00000259464,0,0,0,0,0,0,0,0
ENSG00000259465,0,0,0,0,0,0,0,0
ENSG00000259466,0,0,0,0,0,0,1,0
ENSG00000259467,2,1,4,2,1,5,2,1
ENSG00000259468,0,0,0,0,1,0,1,1
ENSG00000259469,1,1,0,0,1,6,1,0
ENSG00000259470,4,1,2,1,2,1,4,1
ENSG00000259471,0,0,2,5,3,3,1,1
ENSG00000259473,0,0,0,0,0,0,2,1
ENSG00000259474,4,3,0,0,0,0,5,0
ENSG00000259475,2,2,3,2,4,3,2,0
ENSG00000259476,0,0,0,0,0,0,1,1
ENSG00000259477,0,0,0,0,0,0,0,0
ENSG00000259478,1,0,0,0,0,0,2,1
ENSG00000259479,1,0,0,0,0,0,0,0
ENSG00000259481,2,0,0,0,0,0,0,0
ENSG00000259482,0,0,0,0,0,0,0,0
ENSG00000259483,9,1,3,0,0,0,9,1
ENSG00000259485,23,9,0,0,5,2,23,10
ENSG00000259488,73,25,36,40,50,45,31,20
ENSG00000259489,0,0,0,0,0,1,0,0
ENSG00000259490,0,0,0,2,1,0,0,0
ENSG00000259493,0,0,0,0,2,2,0,0
ENSG00000259494,134,48,151,123,173,152,67,26
ENSG00000259495,47,31,33,34,54,58,23,4
ENSG00000259496,0,0,0,0,0,0,0,0
ENSG00000259498,12,4,5,7,9,7,7,6
ENSG00000259499,3,1,1,1,2,3,3,0
ENSG00000259500,0,0,0,0,0,0,0,0
ENSG00000259502,4,0,5,9,13,12,2,2
ENSG00000259503,0,0,0,0,0,0,0,0
ENSG00000259504,0,0,0,1,0,3,0,0
ENSG00000259505,0,0,0,0,0,1,0,0
ENSG00000259507,0,0,0,0,0,0,0,0
ENSG00000259508,0,0,1,3,0,0,0,0
ENSG00000259509,0,0,0,0,0,0,0,0
ENSG00000259511,0,0,0,0,0,0,0,0
ENSG00000259512,1,1,1,0,1,1,0,0
ENSG00000259513,0,2,0,0,0,0,0,0
ENSG00000259514,1,0,0,0,0,0,1,0
ENSG00000259515,3,1,12,23,11,10,1,1
ENSG00000259516,0,0,0,0,0,0,0,0
ENSG00000259517,1,0,2,1,1,1,0,0
ENSG00000259518,37,9,1,1,3,0,91,25
ENSG00000259519,0,0,1,1,0,0,0,0
ENSG00000259520,12,2,4,6,18,5,1,3
ENSG00000259521,2,3,1,0,0,3,1,0
ENSG00000259522,0,0,0,0,0,0,0,0
ENSG00000259523,16,6,25,44,83,39,4,5
ENSG00000259525,0,0,0,0,0,0,3,2
ENSG00000259527,9,3,0,0,0,0,2,5
ENSG00000259528,1,1,0,0,0,0,1,0
ENSG00000259529,10,4,6,18,11,13,9,1
ENSG00000259530,0,0,2,0,0,0,0,0
ENSG00000259531,51,19,28,33,23,19,42,17
ENSG00000259532,1,0,0,0,0,0,0,0
ENSG00000259533,0,0,0,0,0,0,0,0
ENSG00000259534,0,0,0,0,0,0,1,0
ENSG00000259535,0,0,0,0,0,0,0,0
ENSG00000259536,1,2,7,15,23,11,0,1
ENSG00000259538,0,0,0,0,0,0,0,0
ENSG00000259539,0,0,0,0,0,0,0,0
ENSG00000259540,0,0,6,9,9,17,1,1
ENSG00000259541,0,0,0,0,0,0,0,0
ENSG00000259542,0,0,0,0,0,0,0,0
ENSG00000259543,0,1,0,0,0,0,1,0
ENSG00000259544,1,0,1,0,0,2,2,0
ENSG00000259545,3,0,0,0,0,2,0,1
ENSG00000259546,0,0,0,0,0,0,0,0
ENSG00000259547,4,2,0,0,0,1,0,0
ENSG00000259548,3,0,1,6,1,1,0,1
ENSG00000259550,0,0,0,0,0,0,0,0
ENSG00000259551,16,4,79,62,81,96,7,5
ENSG00000259553,12,3,12,9,12,19,15,3
ENSG00000259554,1,0,0,0,0,0,2,0
ENSG00000259555,4,2,1,0,0,0,0,0
ENSG00000259556,1,0,0,0,0,0,0,1
ENSG00000259557,0,0,0,0,0,0,0,0
ENSG00000259558,0,0,0,0,0,0,0,0
ENSG00000259560,4,7,0,0,0,2,7,2
ENSG00000259561,1,0,1,2,2,0,0,0
ENSG00000259562,37,12,64,64,54,67,17,7
ENSG00000259563,2,0,0,0,2,3,3,0
ENSG00000259564,2,0,0,1,0,0,2,0
ENSG00000259565,0,0,0,0,0,1,0,0
ENSG00000259569,0,0,1,0,1,0,0,0
ENSG00000259570,1,1,0,0,24,3,6,0
ENSG00000259571,15,8,0,0,0,0,13,1
ENSG00000259572,1,0,0,0,0,0,2,0
ENSG00000259573,0,0,0,0,0,0,0,0
ENSG00000259575,0,0,0,0,0,0,0,0
ENSG00000259577,15,7,16,8,18,16,13,5
ENSG00000259579,8,2,0,0,0,2,6,1
ENSG00000259580,0,0,0,0,0,0,0,0
ENSG00000259581,7,3,2,8,1,5,1,1
ENSG00000259583,439,156,63,50,51,45,122,46
ENSG00000259584,7,2,7,18,11,15,1,1
ENSG00000259585,0,2,1,1,2,1,5,1
ENSG00000259586,0,0,0,0,0,0,0,0
ENSG00000259588,2,0,0,0,0,0,2,0
ENSG00000259589,0,1,0,0,0,0,0,0
ENSG00000259590,1,0,1,0,0,2,0,0
ENSG00000259591,1,0,0,0,0,0,2,0
ENSG00000259592,0,0,0,1,0,1,3,0
ENSG00000259593,0,0,0,0,0,0,0,0
ENSG00000259595,2,3,3,1,2,6,1,2
ENSG00000259598,0,0,1,1,0,0,0,1
ENSG00000259600,0,0,0,0,0,0,0,0
ENSG00000259601,4,3,0,0,0,0,0,1
ENSG00000259602,0,0,0,0,0,0,0,0
ENSG00000259603,0,0,0,0,0,0,0,0
ENSG00000259605,2,2,1,6,16,11,3,0
ENSG00000259607,0,0,0,0,0,0,0,0
ENSG00000259608,0,0,0,0,0,0,0,0
ENSG00000259609,0,0,0,0,0,0,0,0
ENSG00000259611,7,2,0,1,0,0,4,0
ENSG00000259612,2,2,21,20,45,26,2,4
ENSG00000259614,0,0,0,0,1,0,0,0
ENSG00000259615,7,2,0,0,0,1,5,3
ENSG00000259617,1,3,2,2,9,8,3,1
ENSG00000259619,14,5,1,1,3,2,15,6
ENSG00000259620,0,0,0,0,0,0,0,0
ENSG00000259621,1,2,0,0,0,0,0,1
ENSG00000259622,0,0,5,1,2,3,0,0
ENSG00000259623,0,0,0,0,0,0,0,0
ENSG00000259624,0,0,0,0,0,0,4,0
ENSG00000259626,0,0,0,0,0,0,0,0
ENSG00000259627,0,0,0,0,0,0,0,0
ENSG00000259630,7,1,14,8,14,23,15,3
ENSG00000259631,2,0,0,1,1,0,1,0
ENSG00000259632,6,2,3,2,2,1,8,3
ENSG00000259633,0,0,0,0,0,0,0,0
ENSG00000259635,2,1,3,3,4,2,2,0
ENSG00000259636,0,0,0,0,0,0,0,0
ENSG00000259637,5,1,0,3,0,0,0,0
ENSG00000259639,0,0,0,0,0,0,0,0
ENSG00000259642,15,2,137,163,178,183,4,2
ENSG00000259644,5,1,9,1,3,2,8,2
ENSG00000259645,0,0,0,0,0,2,2,0
ENSG00000259646,0,0,0,0,0,0,0,0
ENSG00000259647,0,0,1,2,0,0,0,0
ENSG00000259648,0,0,0,0,0,0,0,0
ENSG00000259649,0,2,0,0,0,2,0,0
ENSG00000259650,1,2,0,0,0,0,0,0
ENSG00000259651,0,0,0,0,0,0,0,0
ENSG00000259652,0,0,0,0,0,0,0,0
ENSG00000259654,5,2,2,1,3,5,0,0
ENSG00000259655,0,0,0,0,0,0,0,0
ENSG00000259656,2,0,0,0,2,1,1,0
ENSG00000259657,9,3,5,2,7,6,9,7
ENSG00000259658,0,0,0,0,0,0,0,0
ENSG00000259659,12,5,37,63,80,51,10,4
ENSG00000259660,0,0,0,0,0,0,0,0
ENSG00000259661,0,0,0,0,0,0,0,0
ENSG00000259663,42,18,9,22,43,5,8,7
ENSG00000259665,0,0,0,0,0,1,0,0
ENSG00000259666,0,0,0,1,0,0,0,0
ENSG00000259668,2,2,36,35,17,28,6,2
ENSG00000259669,1,0,2,1,0,0,2,0
ENSG00000259670,1,0,0,3,0,0,0,0
ENSG00000259671,0,0,0,0,0,0,0,0
ENSG00000259672,0,0,0,0,0,0,0,0
ENSG00000259673,56,32,488,486,551,495,24,8
ENSG00000259674,0,0,0,0,0,0,0,0
ENSG00000259675,0,0,9,12,8,17,0,0
ENSG00000259676,0,0,1,0,0,1,0,0
ENSG00000259677,19,3,7,12,14,9,9,2
ENSG00000259678,1,0,0,2,0,0,0,0
ENSG00000259680,0,0,0,0,0,0,0,0
ENSG00000259681,0,0,0,1,4,0,0,0
ENSG00000259682,3,0,0,0,1,0,0,1
ENSG00000259683,1,0,0,1,0,0,0,0
ENSG00000259684,0,0,0,0,0,0,0,0
ENSG00000259685,0,0,2,1,2,0,0,0
ENSG00000259686,2,1,0,1,0,0,2,0
ENSG00000259687,4,4,8,11,10,18,4,1
ENSG00000259688,0,0,2,2,0,0,0,0
ENSG00000259690,3,1,0,0,0,0,1,1
ENSG00000259691,0,0,0,0,0,0,0,0
ENSG00000259692,5,6,2,2,1,3,7,0
ENSG00000259694,0,0,0,0,0,0,0,0
ENSG00000259695,0,0,0,0,0,0,0,0
ENSG00000259696,5,3,5,7,9,3,6,2
ENSG00000259697,0,0,0,1,1,2,0,0
ENSG00000259698,0,0,0,0,0,0,0,0
ENSG00000259699,41,18,58,56,61,46,34,13
ENSG00000259700,2,0,0,0,0,0,1,2
ENSG00000259701,0,0,0,0,0,0,0,0
ENSG00000259702,0,0,0,2,2,1,0,0
ENSG00000259704,0,0,15,10,12,4,0,0
ENSG00000259705,2,0,0,0,0,0,0,0
ENSG00000259706,199,59,666,923,1397,774,250,91
ENSG00000259707,0,0,0,0,0,0,0,0
ENSG00000259708,0,0,0,2,0,1,0,0
ENSG00000259709,2,0,6,4,3,3,0,2
ENSG00000259710,0,0,0,0,0,0,0,0
ENSG00000259711,3,0,13,10,7,7,3,0
ENSG00000259712,14,3,8,6,8,6,18,1
ENSG00000259713,0,0,2,0,0,1,2,0
ENSG00000259715,0,0,0,0,0,0,0,0
ENSG00000259717,2,0,1,1,0,0,1,0
ENSG00000259719,5,2,0,0,2,0,2,1
ENSG00000259720,1,0,0,1,5,0,0,0
ENSG00000259721,0,0,0,0,0,0,1,0
ENSG00000259722,0,0,0,0,0,0,0,0
ENSG00000259723,16,4,10,22,9,6,8,7
ENSG00000259724,1,0,0,2,2,0,3,2
ENSG00000259725,5,3,8,1,1,4,1,0
ENSG00000259726,0,0,0,1,0,0,1,0
ENSG00000259727,18,5,1,7,5,6,33,12
ENSG00000259728,0,0,0,0,0,0,0,0
ENSG00000259731,0,0,0,0,0,0,0,0
ENSG00000259732,9,4,1,4,0,3,5,1
ENSG00000259734,0,0,0,0,0,0,0,0
ENSG00000259735,0,0,0,0,0,0,4,0
ENSG00000259736,20,6,19,27,31,21,12,1
ENSG00000259737,0,0,0,0,0,0,0,0
ENSG00000259738,0,0,0,0,0,0,0,0
ENSG00000259740,0,1,0,0,0,0,0,0
ENSG00000259742,0,0,0,0,0,0,0,0
ENSG00000259743,0,0,0,0,0,0,0,0
ENSG00000259744,3,2,1,2,5,2,12,0
ENSG00000259746,2,0,24,56,41,44,7,3
ENSG00000259749,0,0,0,0,0,0,0,0
ENSG00000259750,0,0,0,2,0,0,0,0
ENSG00000259751,5,0,0,1,0,0,3,1
ENSG00000259753,0,0,0,0,0,0,0,0
ENSG00000259754,4,1,0,0,1,4,4,2
ENSG00000259755,10,4,1,1,3,1,3,2
ENSG00000259756,0,1,0,0,0,1,1,0
ENSG00000259757,0,0,0,0,0,0,0,0
ENSG00000259759,0,0,0,0,0,0,0,0
ENSG00000259763,0,0,0,0,0,0,0,1
ENSG00000259764,1,0,0,2,8,3,0,0
ENSG00000259767,6,1,7,10,7,8,1,3
ENSG00000259768,171,65,391,698,750,386,135,41
ENSG00000259769,0,0,0,0,2,0,0,0
ENSG00000259770,0,0,0,0,0,0,0,0
ENSG00000259771,2,0,6,1,5,2,6,1
ENSG00000259772,4,0,16,5,9,9,2,4
ENSG00000259773,0,0,0,0,0,0,0,0
ENSG00000259774,0,1,1,0,0,2,0,0
ENSG00000259775,6,2,39,29,52,35,4,3
ENSG00000259776,0,0,0,0,0,0,0,0
ENSG00000259779,0,0,0,0,0,0,0,0
ENSG00000259780,0,1,0,0,0,0,0,0
ENSG00000259781,31,10,38,53,73,44,55,21
ENSG00000259782,2,1,0,0,4,0,3,0
ENSG00000259783,2,1,3,1,5,5,3,1
ENSG00000259784,0,0,0,0,0,0,0,0
ENSG00000259786,0,0,0,0,1,0,0,0
ENSG00000259788,22,11,9,4,19,9,32,12
ENSG00000259789,0,0,0,0,0,0,0,0
ENSG00000259790,0,0,0,0,0,0,0,0
ENSG00000259791,0,0,1,1,0,0,0,0
ENSG00000259792,2,0,0,0,1,0,1,0
ENSG00000259793,1,0,13,7,9,13,1,0
ENSG00000259797,2,1,12,3,12,4,2,0
ENSG00000259798,0,0,6,4,6,3,0,1
ENSG00000259800,0,0,0,0,0,0,0,0
ENSG00000259802,46,20,260,424,487,303,36,7
ENSG00000259803,26,13,72,118,219,110,15,7
ENSG00000259804,8,5,17,26,54,31,7,1
ENSG00000259805,2,0,1,1,0,0,0,0
ENSG00000259807,1,0,2,0,0,0,0,1
ENSG00000259810,0,1,0,1,3,2,0,0
ENSG00000259813,0,0,0,0,0,0,0,0
ENSG00000259814,0,0,0,0,0,0,0,0
ENSG00000259815,0,0,0,0,0,0,0,0
ENSG00000259817,0,0,0,0,0,0,0,0
ENSG00000259818,21,5,5,21,11,8,15,6
ENSG00000259819,0,0,0,0,0,0,0,0
ENSG00000259821,3,2,0,1,0,2,0,0
ENSG00000259822,0,0,0,0,0,0,0,0
ENSG00000259823,0,0,7,0,12,1,0,0
ENSG00000259826,15,5,72,153,168,91,22,7
ENSG00000259827,0,0,0,0,0,0,0,0
ENSG00000259828,0,0,2,0,2,4,2,0
ENSG00000259831,0,0,0,0,0,0,0,0
ENSG00000259832,0,0,0,0,0,0,0,0
ENSG00000259833,0,0,0,0,0,1,0,0
ENSG00000259836,0,0,0,0,0,0,0,0
ENSG00000259837,0,1,0,0,0,0,0,0
ENSG00000259838,35,10,252,262,344,260,34,9
ENSG00000259840,0,0,3,0,3,4,0,0
ENSG00000259841,0,0,0,0,0,0,0,0
ENSG00000259842,0,0,0,0,0,0,0,0
ENSG00000259843,0,0,0,0,1,3,0,0
ENSG00000259844,0,0,0,0,0,0,0,0
ENSG00000259845,4,0,0,0,2,0,2,0
ENSG00000259846,3,0,0,0,0,0,2,1
ENSG00000259847,0,0,0,0,0,0,0,0
ENSG00000259848,0,0,0,0,0,0,0,0
ENSG00000259849,0,0,0,0,0,0,0,0
ENSG00000259852,0,0,0,0,0,0,0,0
ENSG00000259854,0,0,0,0,0,0,0,0
ENSG00000259856,16,8,30,26,29,56,14,6
ENSG00000259861,0,0,0,0,0,0,0,0
ENSG00000259862,0,0,0,0,2,0,0,0
ENSG00000259863,65,22,2,5,7,8,40,16
ENSG00000259864,0,0,0,0,0,0,0,0
ENSG00000259865,32,5,97,74,82,88,25,6
ENSG00000259866,1,0,0,0,0,0,1,0
ENSG00000259867,12,7,6,51,54,22,3,2
ENSG00000259868,1,2,8,15,23,9,3,0
ENSG00000259869,0,1,0,0,2,0,0,0
ENSG00000259870,0,0,0,0,0,0,0,0
ENSG00000259871,0,0,0,0,1,0,2,0
ENSG00000259873,0,0,0,0,0,0,0,0
ENSG00000259874,0,0,0,0,0,0,0,0
ENSG00000259876,0,0,0,1,1,1,0,0
ENSG00000259877,79,28,266,453,540,259,40,17
ENSG00000259878,0,0,0,0,0,0,0,0
ENSG00000259881,3,0,3,4,2,5,1,0
ENSG00000259882,0,0,0,0,0,0,0,0
ENSG00000259883,9,6,5,1,1,2,13,6
ENSG00000259884,3,0,11,0,1,3,0,0
ENSG00000259887,1,1,1,0,0,0,1,1
ENSG00000259889,0,0,0,0,0,0,0,0
ENSG00000259890,0,0,0,0,0,0,0,0
ENSG00000259891,21,11,83,137,185,130,7,4
ENSG00000259892,0,0,0,0,0,0,0,0
ENSG00000259895,17,8,27,14,23,40,5,3
ENSG00000259897,0,0,0,0,0,0,0,0
ENSG00000259899,0,1,1,0,1,0,0,0
ENSG00000259900,0,0,0,0,0,0,0,0
ENSG00000259904,0,0,1,1,1,1,1,0
ENSG00000259905,2,1,1,3,3,0,0,2
ENSG00000259906,0,0,0,0,0,0,0,0
ENSG00000259907,0,0,0,0,0,0,0,0
ENSG00000259909,0,0,0,0,0,0,0,0
ENSG00000259910,0,0,2,2,1,4,0,0
ENSG00000259912,0,0,0,0,0,0,0,0
ENSG00000259914,0,0,1,0,0,0,0,0
ENSG00000259915,1,2,5,0,4,1,0,0
ENSG00000259916,0,0,2,0,2,0,0,0
ENSG00000259917,41,18,448,515,647,565,58,21
ENSG00000259918,13,7,32,53,62,47,14,3
ENSG00000259920,3,0,0,1,3,0,0,0
ENSG00000259921,12,4,2,5,3,2,5,1
ENSG00000259922,0,0,0,0,0,0,0,0
ENSG00000259923,0,0,0,0,0,0,0,0
