"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.name","Gene.type"
"ENSG00000122884",16510.6062510395,1.81086508184123,0.0756783339327234,23.9284480476415,1.54931110801797e-126,1.19433659238679e-123,"P4HA1","protein_coding"
"ENSG00000130640",5149.24570374642,2.06707042011078,0.087584924227998,23.6007559329486,3.78584337110324e-123,2.75630429879489e-120,"TUBGCP2","protein_coding"
"ENSG00000177181",1795.77556307943,2.89765521627788,0.125096296280491,23.1633973381654,1.06538153918399e-118,7.34832898474012e-116,"RIMKLA","protein_coding"
"ENSG00000111674",4305.02149842685,2.30376633354839,0.100221223403981,22.9868111294366,6.31619707135662e-117,4.13868813100643e-114,"ENO2","protein_coding"
"ENSG00000152952",7246.54952007175,2.19847534896912,0.0961351959480403,22.8685792678612,9.54916382027886e-116,5.95913294594069e-113,"PLOD2","protein_coding"
"ENSG00000116285",3412.33598120186,2.71722469972437,0.119217554346152,22.7921526710304,5.48518345477391e-115,3.26742405340055e-112,"ERRFI1","protein_coding"
"ENSG00000117394",3878.11961475823,2.32522008426633,0.102612975729017,22.6600979822166,1.10933439450388e-113,6.32079445216233e-111,"SLC2A1","protein_coding"
"ENSG00000134333",72884.2502404454,1.70203590871345,0.0752691827996957,22.6126529531065,3.25382603832522e-113,1.7767245930105e-110,"LDHA","protein_coding"
"ENSG00000026025",11102.0422462709,1.73567119452019,0.0767779032296044,22.6063896187639,3.74985992606797e-113,1.96567657324483e-110,"VIM","protein_coding"
"ENSG00000113083",1016.27317808237,3.64584980315722,0.161726976267522,22.5432385326144,1.56446508159489e-112,7.88550572857732e-110,"LOX","protein_coding"
"ENSG00000119950",2643.04040980551,2.2998116186774,0.102317301339463,22.4772505585072,6.93006648558735e-112,3.36364893680082e-109,"MXI1","protein_coding"
"ENSG00000117298",3872.15053349537,2.05268497006643,0.0917497076470692,22.3726595180274,7.26726038152775e-111,3.40133740356861e-108,"ECE1","protein_coding"
"ENSG00000185033",2759.94885082854,2.3246011077997,0.104201379292151,22.30873644467,3.03961328273545e-110,1.37359076104304e-107,"SEMA4B","protein_coding"
"ENSG00000183691",4591.03401305194,2.86006895824346,0.128562040552207,22.2466051873379,1.21660321416843e-109,5.31452837389242e-107,"NOG","protein_coding"
"ENSG00000163814",16356.2664720028,1.66372760824715,0.0748792107451255,22.2188187040346,2.25934827889372e-109,9.55121264351683e-107,"CDCP1","protein_coding"
"ENSG00000124731",876.562789015456,4.25514007720546,0.192816728752946,22.0683138062026,6.37239794551006e-108,2.60969609612217e-105,"TREM1","protein_coding"
"ENSG00000104368",5090.78608989946,2.00522452085909,0.0923983460112869,21.7019525502561,1.96633564961562e-104,7.80873596612508e-102,"PLAT","protein_coding"
"ENSG00000259207",16680.3602726563,1.91714777278745,0.0886285406992735,21.6312686371825,9.12393469390137e-104,3.51674012245816e-101,"ITGB3","protein_coding"
"ENSG00000163235",2490.68629804014,2.14567315340092,0.104713457917885,20.4909015141446,2.59542757741069e-93,9.71802240056204e-91,"TGFA","protein_coding"
"ENSG00000144476",828.05580699037,4.54098393595822,0.221785259439657,20.4746877562154,3.62060883004731e-93,1.31800218660472e-90,"ACKR3","protein_coding"
"ENSG00000168209",1280.66570991591,2.72504599185736,0.133182886468635,20.4609320620117,4.80117185649768e-93,1.70052316701087e-90,"DDIT4","protein_coding"
"ENSG00000115548",4210.23306928322,1.87926900395178,0.0933382460841028,20.133965258555,3.72001792491695e-90,1.2829167080536e-87,"KDM3A","protein_coding"
"ENSG00000162723",743.359832442176,5.29675357659267,0.263220900109055,20.1228457709786,4.65571629586144e-90,1.56444005275036e-87,"SLAMF9","protein_coding"
"ENSG00000113369",2388.75808645658,2.08965735129934,0.104054520712247,20.082331233624,1.05333707584941e-89,3.45099559475163e-87,"ARRDC3","protein_coding"
"ENSG00000170525",1870.96406518369,2.47724355594906,0.124105136521393,19.9608463064865,1.20651647873108e-88,3.85643864726118e-86,"PFKFB3","protein_coding"
"ENSG00000142156",6938.13792442624,1.62041075252263,0.0816869068907227,19.8368479625547,1.43157699551981e-87,4.4668610776874e-85,"COL6A1","protein_coding"
"ENSG00000163516",1780.27384658674,2.26156491478256,0.114562712499896,19.7408464362663,9.61537137410711e-87,2.93045213622497e-84,"ANKZF1","protein_coding"
"ENSG00000114480",3228.51599193289,1.88945481497497,0.0964397507211011,19.5920748534407,1.80674962782545e-85,5.38123951651194e-83,"GBE1","protein_coding"
"ENSG00000125629",1444.59914936424,2.86152937468095,0.148874484028544,19.221086765495,2.46551683560547e-82,7.18013291791326e-80,"INSIG2","protein_coding"
"ENSG00000162433",4605.89078870762,1.76925327623609,0.0924068187547261,19.1463498049012,1.03813322878484e-81,2.95755129635334e-79,"AK4","protein_coding"
"ENSG00000152256",2036.76437842997,2.16200843067818,0.113189364499045,19.1008089871944,2.48605252080536e-81,6.93185495428815e-79,"PDK1","protein_coding"
"ENSG00000069667",1188.1898136049,2.8063458230695,0.147179912136565,19.0674514091675,4.7069255010796e-81,1.28508872274267e-78,"RORA","protein_coding"
"ENSG00000249992",2251.55176432998,2.06765896488606,0.108676324706452,19.0258455139246,1.04193050176381e-80,2.78663249502343e-78,"TMEM158","protein_coding"
"ENSG00000113739",3933.25795284283,1.90399743900883,0.100646054306852,18.9177554164606,8.14500781392061e-80,2.13480654802859e-77,"STC2","protein_coding"
"ENSG00000102144",3132.58279830766,2.0337075867105,0.107771418811813,18.8705652123008,1.99156985507875e-79,5.11755351976608e-77,"PGK1","protein_coding"
"ENSG00000145040",881.135564521196,2.79460090990526,0.153717389055081,18.180122151983,7.41683915792881e-74,1.86918609932033e-71,"UCN2","protein_coding"
"ENSG00000146242",3186.26877245481,1.8793808624896,0.106711787671323,17.6117456515505,2.00175270786981e-69,4.94961683710073e-67,"TPBG","protein_coding"
"ENSG00000105220",4086.8976952687,1.61800043655337,0.0926526281249697,17.4630819362297,2.73748029283801e-68,6.64345911808186e-66,"GPI","protein_coding"
"ENSG00000164096",1330.48418107796,2.18210404154991,0.12512891129237,17.4388478171229,4.18424541982861e-68,9.96991567760981e-66,"C4orf3","protein_coding"
"ENSG00000120129",1450.82165455939,2.09114256235393,0.120569706920784,17.3438471052089,2.19538774774202e-67,5.13759936324271e-65,"DUSP1","protein_coding"
"ENSG00000100311",1369.58305532779,2.19094477850241,0.128852478457204,17.0035128911401,7.73430045315004e-65,1.77821065681634e-62,"PDGFB","protein_coding"
"ENSG00000128567",6339.60184478336,1.67866494187439,0.0991206630148784,16.9355701507204,2.45963650318806e-64,5.55750627142751e-62,"PODXL","protein_coding"
"ENSG00000133639",1427.01581726995,2.07710657003404,0.122895876540514,16.9013528240656,4.39701848197849e-64,9.76659783158103e-62,"BTG1","protein_coding"
"ENSG00000161638",4373.37267799335,1.72366459097619,0.103192310341186,16.7034208777496,1.2376120408101e-62,2.70315096580273e-60,"ITGA5","protein_coding"
"ENSG00000132432",1794.41444152266,1.84981001808496,0.110862695746751,16.685594785739,1.66836121378413e-62,3.58424159125264e-60,"SEC61G","protein_coding"
"ENSG00000067057",5912.51382562681,1.4471230007972,0.0880931203729093,16.427196524216,1.22178281235747e-60,2.58249415418463e-58,"PFKP","protein_coding"
"ENSG00000145730",5395.83122940628,1.40496230407527,0.0860373887937497,16.3296715971154,6.07102589370997e-60,1.26286975138205e-57,"PAM","protein_coding"
"ENSG00000100504",5114.31528326407,1.38749787512177,0.0853326614204074,16.2598687539581,1.90144834599211e-59,3.8935125897229e-57,"PYGL","protein_coding"
"ENSG00000146648",4528.82817741238,1.55809005998383,0.0962414467215678,16.1893873487945,5.99222129783411e-59,1.20812400166332e-56,"EGFR","protein_coding"
"ENSG00000150995",976.113275434508,2.35465460395054,0.145529190989954,16.17994704659,6.98544880351234e-59,1.38703494803075e-56,"ITPR1","protein_coding"
"ENSG00000131016",2158.08903870809,1.71552288534833,0.106767218503009,16.067880285745,4.284898353732e-58,8.38113327248625e-56,"AKAP12","protein_coding"
"ENSG00000112033",3009.3396078397,1.68377611878261,0.104876397371194,16.0548623044624,5.28560882200722e-58,1.01864564135889e-55,"PPARD","protein_coding"
"ENSG00000013588",10602.2225063732,1.21341993921989,0.0762481527413698,15.9140896611063,5.05975932655621e-57,9.60987622819119e-55,"GPRC5A","protein_coding"
"ENSG00000105877",595.301923498806,3.05078438511994,0.192271781321727,15.8670417684178,1.07174611575357e-56,2.00646183527866e-54,"DNAH11","protein_coding"
"ENSG00000151151",1823.89905725859,1.75849123000428,0.111474506820587,15.7748285250052,4.63655601116526e-56,8.5580375389184e-54,"IPMK","protein_coding"
"ENSG00000138764",841.989813820567,2.42037205773453,0.153719561941818,15.7453744153306,7.38924643220122e-56,1.34494547908329e-53,"CCNG2","protein_coding"
"ENSG00000067082",4251.54225010837,1.40190910005798,0.0896307651726059,15.6409364280029,3.83053422815555e-55,6.87659603561348e-53,"KLF6","protein_coding"
"ENSG00000169499",3641.62073720527,1.41036242746095,0.0904423348378721,15.5940515024206,7.99013194763996e-55,1.41500917802462e-52,"PLEKHA2","protein_coding"
"ENSG00000101311",6650.58748639592,1.39030806836735,0.0892001330912666,15.5863900667595,9.0082264511155e-55,1.57403743522491e-52,"FERMT1","protein_coding"
"ENSG00000143320",7565.70146788106,1.28276784576923,0.0835360385806186,15.3558615845934,3.23581886049218e-53,5.57965870615132e-51,"CRABP2","protein_coding"
"ENSG00000020577",4487.33412781769,1.44622464182325,0.0943712478625982,15.3248438966168,5.21797519759614e-53,8.88072272266199e-51,"SAMD4A","protein_coding"
"ENSG00000111669",10209.4835487692,1.26592124037066,0.0829623035288306,15.258993380418,1.43444102837744e-52,2.41004483037005e-50,"TPI1","protein_coding"
"ENSG00000145623",3233.27083671992,1.40575369140811,0.0935788120548481,15.0221365343276,5.25850715776582e-51,8.72313117753431e-49,"OSMR","protein_coding"
"ENSG00000136068",11869.6862823875,1.12526010246359,0.0751775871783399,14.9680263054226,1.18794687403736e-50,1.94600547303245e-48,"FLNB","protein_coding"
"ENSG00000169764",4869.97174903981,1.30715236259344,0.0875975554271432,14.922247044675,2.3618380075833e-50,3.82122062831841e-48,"UGP2","protein_coding"
"ENSG00000147852",556.901918737679,2.7619965719503,0.185628433795961,14.8791675686185,4.50064367929086e-50,7.19279700208619e-48,"VLDLR","protein_coding"
"ENSG00000092964",7312.23594946548,1.22966807231096,0.0834559632794048,14.7343344201075,3.8800113246908e-49,6.12621065181602e-47,"DPYSL2","protein_coding"
"ENSG00000144320",5672.46261317329,1.28599763440916,0.0877641165943899,14.6528864450664,1.29112082602243e-48,2.01430219345524e-46,"LNPK","protein_coding"
"ENSG00000170379",433.110382065165,3.30627670991676,0.226095780488943,14.6233454811354,1.99358480663988e-48,3.07363869306066e-46,"TCAF2","protein_coding"
"ENSG00000107551",1435.22646601433,2.03926692509669,0.140511213470664,14.5131970233995,9.9951331717725e-48,1.52309558390789e-45,"RASSF4","protein_coding"
"ENSG00000101187",4295.75603389516,1.49456299476477,0.103529861250297,14.4360571598901,3.06903624336715e-47,4.6229563183134e-45,"SLCO4A1","protein_coding"
"ENSG00000205336",1766.38157519896,1.65023966781967,0.115261008298381,14.3174148151439,1.70342784551976e-46,2.53675249040187e-44,"ADGRG1","protein_coding"
"ENSG00000184254",5223.31364484682,-1.25217657499846,0.0881846870838451,-14.1994785762283,9.22965904483746e-46,1.35904136834376e-43,"ALDH1A3","protein_coding"
"ENSG00000106070",1538.82177201122,1.64357100721658,0.115881872853341,14.1831588215413,1.16482945973536e-45,1.69612111887021e-43,"GRB10","protein_coding"
"ENSG00000164171",21189.2590716444,1.28388374103706,0.0909742373838089,14.1126078982175,3.17611574078544e-45,4.57395569043882e-43,"ITGA2","protein_coding"
"ENSG00000111700",725.568690002377,2.62205591658841,0.186419525625484,14.0653502243972,6.20150881610029e-45,8.83377967771677e-43,"SLCO1B3","protein_coding"
"ENSG00000114120",3051.29579121971,1.34820694643808,0.0961323005765006,14.0244947676582,1.10395522812286e-44,1.55562723274733e-42,"SLC25A36","protein_coding"
"ENSG00000074800",50869.2994677326,1.04762109930991,0.0749197389302051,13.9832454606638,1.97282316434878e-44,2.75040931582881e-42,"ENO1","protein_coding"
"ENSG00000186918",1437.18647089412,1.66521171845126,0.119490872333251,13.9358905490882,3.83388267269459e-44,5.28874025533291e-42,"ZNF395","protein_coding"
"ENSG00000123384",1226.17970325115,1.80600080078914,0.13017107329795,13.8740563093873,9.09826350578643e-44,1.24200774211803e-41,"LRP1","protein_coding"
"ENSG00000120071",4406.94395388936,1.1904248378817,0.0867700662882489,13.7193030823225,7.78097088255703e-43,1.05123323109185e-40,"KANSL1","protein_coding"
"ENSG00000118263",2562.77893208928,1.48089095412574,0.108153679162024,13.6924695082007,1.12615756066884e-42,1.50594845230256e-40,"KLF7","protein_coding"
"ENSG00000118495",1202.68424772593,1.75758826439085,0.128446285871482,13.683449486032,1.27497844028927e-42,1.6877366121203e-40,"PLAGL1","protein_coding"
"ENSG00000148848",3201.60368655833,1.28723945838047,0.0942979597291265,13.6507668042671,1.99765383519579e-42,2.61792535102409e-40,"ADAM12","protein_coding"
"ENSG00000110852",896.556195800869,1.93475646570346,0.141871903836484,13.6373475888036,2.40136945417409e-42,3.11583630662886e-40,"CLEC2B","protein_coding"
"ENSG00000163788",2192.54457930773,1.4063044390381,0.104102825603475,13.5088018109583,1.38761453927627e-41,1.7828126016878e-39,"SNRK","protein_coding"
"ENSG00000053747",7689.73997702135,1.28890743126395,0.096109047529566,13.410885493038,5.22116728693151e-41,6.64304828109101e-39,"LAMA3","protein_coding"
"ENSG00000167772",5515.64750865927,6.55925544643287,0.491773915481823,13.337949085824,1.39237643117452e-40,1.75452818562904e-38,"ANGPTL4","protein_coding"
"ENSG00000143153",5396.90925675653,1.6118022402833,0.122405556652698,13.1677211750809,1.34599273466126e-39,1.67992712264151e-37,"ATP1B1","protein_coding"
"ENSG00000072682",5811.57851879087,1.08333863731954,0.0824613913404632,13.137525570563,2.00682370863767e-39,2.48107780204685e-37,"P4HA2","protein_coding"
"ENSG00000177606",3528.16798958436,1.19622483391671,0.0913240128595029,13.0986889040568,3.34994482529787e-39,4.1028997136008e-37,"JUN","protein_coding"
"ENSG00000067992",4545.89373990267,1.15036243228784,0.0878897010559904,13.0887057125726,3.82062705671571e-39,4.6360479239129e-37,"PDK3","protein_coding"
"ENSG00000101236",1545.78257171282,1.62813429039943,0.126469362985871,12.8737446916794,6.32592123333512e-38,7.60561447365658e-36,"RNF24","protein_coding"
"ENSG00000044524",350.683380262708,3.14318065905769,0.245222871821089,12.817648842115,1.30600957977763e-37,1.55593232208962e-35,"EPHA3","protein_coding"
"ENSG00000141279",6891.5543445189,1.17050164739993,0.0914716375957316,12.7963342317439,1.71874950464866e-37,2.02920831156943e-35,"NPEPPS","protein_coding"
"ENSG00000108679",4893.82189478507,1.35139977583979,0.10594371536335,12.7558276694843,2.89285790081147e-37,3.38490203483343e-35,"LGALS3BP","protein_coding"
"ENSG00000079739",2061.40306690884,1.40875497746721,0.110610555391263,12.7361712675975,3.72217856016251e-37,4.31673894079024e-35,"PGM1","protein_coding"
"ENSG00000125378",412.86943430498,-2.87312340780239,0.225664699742466,-12.7318247429982,3.93533107165566e-37,4.52390471000417e-35,"BMP4","protein_coding"
"ENSG00000175592",11761.9584807274,1.19046723972912,0.0937437363152225,12.6991656885326,5.97634202753015e-37,6.81043150180719e-35,"FOSL1","protein_coding"
"ENSG00000197747",9432.17703424423,1.11937120281449,0.0882411474177891,12.6853654510484,7.12806034335386e-37,8.05286472410795e-35,"S100A10","protein_coding"
"ENSG00000107159",317.706682468699,6.26341384170758,0.494403519961639,12.6686271210075,8.82452988885256e-37,9.80046306723838e-35,"CA9","protein_coding"
"ENSG00000146278",1022.7650972272,1.76635301754769,0.139422774323477,12.6690422430523,8.77795835862471e-37,9.80046306723838e-35,"PNRC1","protein_coding"
"ENSG00000082153",10103.9791102419,1.01984039993962,0.0809612909260918,12.5966420282332,2.20326575153349e-36,2.42636955242407e-34,"BZW1","protein_coding"
"ENSG00000159216",1830.80403121792,1.59024162039602,0.126502469958944,12.5708345529706,3.05482083899964e-36,3.33611892459086e-34,"RUNX1","protein_coding"
"ENSG00000072274",23903.4997972593,0.930075681334513,0.0741515500176281,12.5429027594623,4.3477300107424e-36,4.70884312320489e-34,"TFRC","protein_coding"
"ENSG00000159399",2323.94667321322,1.41817439290005,0.114763336574761,12.3573820283292,4.44394860230042e-35,4.77360216665139e-33,"HK2","protein_coding"
"ENSG00000030582",5569.95614634148,1.2031896989419,0.0976740341902984,12.3184192085045,7.2093622554136e-35,7.68119450058498e-33,"GRN","protein_coding"
"ENSG00000182985",2551.18169777976,1.23399881508053,0.101318653176333,12.179384312708,4.00292202091865e-34,4.2305075067854e-32,"CADM1","protein_coding"
"ENSG00000134954",7333.89001397538,1.05302381654033,0.0867716428939878,12.135575418652,6.84272890419541e-34,7.17391698315847e-32,"ETS1","protein_coding"
"ENSG00000131389",2279.64972582805,1.46007655183178,0.120494716956659,12.1173491146252,8.54794105875162e-34,8.89053710912222e-32,"SLC6A6","protein_coding"
"ENSG00000101265",2074.28113387832,1.45685524398659,0.120735819722346,12.0664708065667,1.58799660855484e-33,1.63863744528435e-31,"RASSF2","protein_coding"
"ENSG00000178726",544.994965562411,2.13502120859371,0.177810590042888,12.0072781271281,3.25378862469433e-33,3.33132030676712e-31,"THBD","protein_coding"
"ENSG00000147459",4528.37917706936,1.03545905886894,0.0879956479766763,11.7671621571943,5.76306937509423e-32,5.85465303570619e-30,"DOCK5","protein_coding"
"ENSG00000166828",1186.1268993188,3.95248500188441,0.336011727538026,11.7629376535291,6.05888487368104e-32,6.1078220207377e-30,"SCNN1G","protein_coding"
"ENSG00000141526",1037.16742136679,1.62064856078073,0.138130441225922,11.7327400564084,8.66088392857742e-32,8.66418960946619e-30,"SLC16A3","protein_coding"
"ENSG00000128591",3950.10238745464,1.07502263647066,0.0916399707029019,11.7309360557949,8.84747973703143e-32,8.78380469346946e-30,"FLNC","protein_coding"
"ENSG00000074410",5970.29075674562,0.976256160757896,0.0836387025822479,11.6723015854756,1.76580367987594e-31,1.73991407705069e-29,"CA12","protein_coding"
"ENSG00000268089",1098.77900185417,1.68724256546712,0.144682304115785,11.661706493953,1.99993394328121e-31,1.95590554676867e-29,"GABRQ","protein_coding"
"ENSG00000177119",5220.85325115898,0.99722580597388,0.0855736600056192,11.6534200583263,2.20430997660651e-31,2.13981349951321e-29,"ANO6","protein_coding"
"ENSG00000121039",2301.61654265469,-1.32051208318658,0.113639375305029,-11.6201983655937,3.2537989401919e-31,3.1353702287658e-29,"RDH10","protein_coding"
"ENSG00000116016",3543.3672933388,1.18479457497708,0.101983848189259,11.61747272743,3.35926834076724e-31,3.2133731099091e-29,"EPAS1","protein_coding"
"ENSG00000167004",7173.59485252727,0.922380044741686,0.0794344093560931,11.6118449450135,3.58789463410865e-31,3.40719994057926e-29,"PDIA3","protein_coding"
"ENSG00000196878",9880.32447188075,0.923984845488365,0.0795852592260788,11.6099998224997,3.66616365588188e-31,3.45648019498791e-29,"LAMB3","protein_coding"
"ENSG00000143847",227.970468941066,3.81844369732561,0.32983209881868,11.5769317510384,5.39423453593764e-31,5.04938882810449e-29,"PPFIA4","protein_coding"
"ENSG00000188910",511.891754854495,2.07270856743108,0.179414315766729,11.5526375839817,7.15891131258571e-31,6.65372572705218e-29,"GJB3","protein_coding"
"ENSG00000174437",5844.30386779454,0.957210479033265,0.0831813540537802,11.5075125900738,1.20915805695313e-30,1.1159166434064e-28,"ATP2A2","protein_coding"
"ENSG00000170949",1921.48813572576,1.2262568322998,0.106645772111336,11.4984101856341,1.34367538091577e-30,1.23138922146162e-28,"ZNF160","protein_coding"
"ENSG00000142871",4003.55217834306,-1.03133885849718,0.0905898580353944,-11.3847055383863,4.98363022068406e-30,4.53544958625449e-28,"CCN1","protein_coding"
"ENSG00000047849",6590.66097462911,0.939091137667649,0.0825307197295418,11.3786859092603,5.33982666304044e-30,4.82609851166517e-28,"MAP4","protein_coding"
"ENSG00000061656",508.011787738086,2.29509902117566,0.202058379863876,11.3585936040952,6.72180264798494e-30,6.03350847272895e-28,"SPAG4","protein_coding"
"ENSG00000109107",383.336397171897,2.53436369875681,0.223145482890948,11.3574501528017,6.81034571391436e-30,6.07140003951345e-28,"ALDOC","protein_coding"
"ENSG00000134802",369.816973162818,2.45828252103783,0.216926534278686,11.332327459211,9.07604345981464e-30,8.03659118519398e-28,"SLC43A3","protein_coding"
"ENSG00000108588",11022.4718600969,0.980928454865849,0.0872969226290533,11.2366899694055,2.69290986454363e-29,2.36849555535867e-27,"CCDC47","protein_coding"
"ENSG00000140009",338.302804115138,2.63043691644478,0.235470617996752,11.1709772489792,5.65551973078271e-29,4.9410390714605e-27,"ESR2","protein_coding"
"ENSG00000205413",1161.93692299494,1.62771288799313,0.145915455804119,11.1551780380155,6.75574521827639e-29,5.86318152884186e-27,"SAMD9","protein_coding"
"ENSG00000065809",6474.15421006823,1.24893024341744,0.11259265590893,11.0924663188302,1.36472396083307e-28,1.17662549386299e-26,"FAM107B","protein_coding"
"ENSG00000228253",4575.01015287611,-1.17547154173918,0.106190027823917,-11.0695096877489,1.7636289718484e-28,1.51061161281525e-26,"MT-ATP8","protein_coding"
"ENSG00000124466",718.192552072497,1.84600819191691,0.167297870299506,11.0342599616605,2.61192836721145e-28,2.22268319820169e-26,"LYPD3","protein_coding"
"ENSG00000169032",1350.56827479586,1.34925311805485,0.122303804417116,11.0319799493173,2.6790113419373e-28,2.26506087974763e-26,"MAP2K1","protein_coding"
"ENSG00000099937",3043.4777063403,1.08560286448197,0.09884240563421,10.9831691925782,4.60480267924666e-28,3.86832943022612e-26,"SERPIND1","protein_coding"
"ENSG00000155876",1854.46380938742,1.2021448396385,0.109529173371538,10.9755675372503,5.00903115470376e-28,4.181105304611e-26,"RRAGA","protein_coding"
"ENSG00000166920",444.495594689574,2.17704486330371,0.198572165425473,10.9634945997544,5.72452736357455e-28,4.74809690504079e-26,"C15orf48","protein_coding"
"ENSG00000173548",996.687040402846,1.49786324374003,0.136766898289329,10.9519427761775,6.50375023769947e-28,5.32697792906572e-26,"SNX33","protein_coding"
"ENSG00000185624",5202.24461217977,1.01343483854706,0.0925347045802132,10.9519433075898,6.50371207548779e-28,5.32697792906572e-26,"P4HB","protein_coding"
"ENSG00000164442",985.203524442555,1.48119477799395,0.135317240899852,10.9460905952862,6.93777087739636e-28,5.64717312722232e-26,"CITED2","protein_coding"
"ENSG00000069869",3147.54127977858,1.27861224787697,0.117221877010381,10.9076247581648,1.05989497459476e-27,8.57402693954591e-26,"NEDD4","protein_coding"
"ENSG00000105137",1223.51313604402,1.35871099979658,0.125309529411029,10.842838578859,2.15673400691052e-27,1.73398767856211e-25,"SYDE1","protein_coding"
"ENSG00000204463",3682.0537107496,1.0315733763671,0.0956179849646038,10.7884868808831,3.90160303542232e-27,3.11771388897619e-25,"BAG6","protein_coding"
"ENSG00000081019",1812.91776616938,1.22309670534705,0.113567637575335,10.7697644457534,4.78223118901175e-27,3.79825089284842e-25,"RSBN1","protein_coding"
"ENSG00000136826",471.649025606015,2.0303470487851,0.188920639210093,10.7470896630156,6.11610160889021e-27,4.82840431231965e-25,"KLF4","protein_coding"
"ENSG00000139318",5403.80701201399,0.95755123392935,0.0891448647248119,10.7415187278066,6.4966756546572e-27,5.09813978768159e-25,"DUSP6","protein_coding"
"ENSG00000146072",983.571402181872,-1.44477502769236,0.134596854841687,-10.7340920364871,7.04076695126482e-27,5.49221731525747e-25,"TNFRSF21","protein_coding"
"ENSG00000076554",1882.07785520393,1.13664568560911,0.106359692217558,10.6868087140015,1.17339185381287e-26,9.09899422734773e-25,"TPD52","protein_coding"
"ENSG00000107036",1176.20107797712,1.37514265405401,0.128826553243534,10.6743727859771,1.34160466508307e-26,1.03421936093609e-24,"RIC1","protein_coding"
"ENSG00000171388",890.293684669186,1.54710169272043,0.146268612166187,10.5771270391398,3.80445206752952e-26,2.89868281075433e-24,"APLN","protein_coding"
"ENSG00000221914",1660.32838634295,1.24861890915655,0.118047572734846,10.5772518674412,3.79938816874953e-26,2.89868281075433e-24,"PPP2R2A","protein_coding"
"ENSG00000102172",7435.98638329284,0.870759997771479,0.082546778504028,10.5486854066508,5.15127695667516e-26,3.90216673509988e-24,"SMS","protein_coding"
"ENSG00000100985",599.703924496536,1.78084501583468,0.171006299092144,10.4139147229606,2.14226951195353e-25,1.61347367552592e-23,"MMP9","protein_coding"
"ENSG00000104331",2913.02615232081,1.0282599622233,0.0987909809352368,10.4084396418473,2.26910260995292e-25,1.69923369733903e-23,"BPNT2","protein_coding"
"ENSG00000104327",233.821381460687,3.54743310912536,0.342129832657954,10.3686751943433,3.44264316379692e-25,2.56339992395219e-23,"CALB1","protein_coding"
"ENSG00000188738",1172.55752993982,1.33960694939508,0.129254781863868,10.3640803850952,3.61216175863757e-25,2.67442823994041e-23,"FSIP2","protein_coding"
"ENSG00000078043",848.143961086985,1.46363354931532,0.141389571468922,10.3517786645038,4.10782323545499e-25,3.02432716295717e-23,"PIAS2","protein_coding"
"ENSG00000124145",8107.86099413867,0.916708650338769,0.08877221591511,10.3265266152124,5.34615030228852e-25,3.91403909002743e-23,"SDC4","protein_coding"
