Geneid,Gene.name,Gene.type,baseMean_lncap,log2FoldChange_lncap,padj_lncap,baseMean_pc3,log2FoldChange_pc3,padj_pc3
ENSG00000183111,ARHGEF37,protein_coding,1880.22765906017,1.60814912726363,4.09533967192659e-36,238.357407949989,1.35710519481261,3.1270436724099e-07
ENSG00000142192,APP,protein_coding,13298.8897335327,1.27238753448758,8.02461845132113e-36,21980.8758303714,0.47494291761692,2.38873477870178e-08
ENSG00000101236,RNF24,protein_coding,594.894000418803,1.9474521938418,1.54659782007824e-35,1545.78257171282,1.62813429039943,7.60561447365658e-36
ENSG00000105220,GPI,protein_coding,11140.0309412347,1.41727741599877,2.03041071700421e-35,4086.8976952687,1.61800043655337,6.64345911808186e-66
ENSG00000137942,FNBP1L,protein_coding,6467.27931659133,1.47412998333697,6.77968167971007e-35,3069.92325595806,0.614757351793893,3.18273148195267e-09
ENSG00000134243,SORT1,protein_coding,940.974190023216,1.68781677194015,7.45431266240003e-35,1923.94666020296,0.415011836913099,0.00255029220806659
ENSG00000170017,ALCAM,protein_coding,4419.61959080109,1.35037589775048,1.10459355667666e-34,11124.9417558975,0.520005227259757,4.899467321944e-06
ENSG00000136048,DRAM1,protein_coding,613.248055058551,1.96583015023413,1.86332457673171e-34,572.823307730336,0.397714567402113,0.0448454937725135
ENSG00000184349,EFNA5,protein_coding,5769.767731019,1.31195910203203,9.00942398354501e-34,253.899542624149,1.08372841314495,0.000224505058191054
ENSG00000131398,KCNC3,protein_coding,1000.21985767952,1.82370513749442,2.34212040219108e-33,449.45775700884,1.92190327501167,1.98405476371122e-21
ENSG00000157483,MYO1E,protein_coding,873.901166746973,1.81317338382115,4.64426584325324e-33,3963.91916798922,0.937017900787815,4.46967399229298e-23
ENSG00000078043,PIAS2,protein_coding,2587.32410152839,1.55601980025947,1.81183731131227e-32,848.143961086985,1.46363354931532,3.02432716295717e-23
ENSG00000140443,IGF1R,protein_coding,1482.71580500256,1.52376836056373,2.31677519508747e-32,1903.56099305437,0.511213423201362,1.27046667279636e-05
ENSG00000125968,ID1,protein_coding,898.443278631718,2.12701769636447,1.73922246674076e-31,5563.97418308545,0.356938923188082,0.00189766793051956
ENSG00000171314,PGAM1,protein_coding,5850.20485300389,1.32255059080307,4.15419982231036e-31,3429.77546204466,0.985799224423373,1.05096749661075e-20
ENSG00000166828,SCNN1G,protein_coding,194.125257005495,3.09014113872448,5.92672667889035e-31,1186.1268993188,3.95248500188441,6.1078220207377e-30
ENSG00000159208,CIART,protein_coding,451.153792597301,1.9692840642868,1.31097682000769e-30,353.56724012502,1.04304399227895,3.63080331680392e-06
ENSG00000134755,DSC2,protein_coding,5117.27580535952,1.29647638949669,2.06487010636581e-30,493.29867384481,0.94160061479648,3.89292796619556e-06
ENSG00000173482,PTPRM,protein_coding,2168.28167654983,1.37914573711836,3.55441478206484e-30,3686.35753383382,0.399784162631427,0.000145724164605672
ENSG00000156515,HK1,protein_coding,6156.32697075316,1.2076612598359,3.65876874675485e-30,534.994732164427,1.15840415046768,2.3597265236267e-10
ENSG00000163399,ATP1A1,protein_coding,6299.2769708814,1.25901263656895,8.08098152286052e-30,10763.5534963116,0.321651345989213,0.00170793443343584
ENSG00000171345,KRT19,protein_coding,299.345033544373,2.25726490861387,1.67971054560521e-29,9052.27628029532,0.54396871220856,2.52467885923335e-10
ENSG00000107819,SFXN3,protein_coding,1382.05957177707,1.88764452015996,3.24671114908259e-29,2141.22808386241,0.842766872198888,6.84005269393643e-15
ENSG00000171388,APLN,protein_coding,842.456554418165,1.70660816704501,7.64939856213865e-29,890.293684669186,1.54710169272043,2.89868281075433e-24
ENSG00000164105,SAP30,protein_coding,645.696338344519,1.72930884890169,1.27421253623192e-28,464.779351801935,1.35036576074611,6.1477475546379e-12
ENSG00000141580,WDR45B,protein_coding,3012.45870004588,1.26495000166993,1.41097817421592e-28,2003.20816260565,0.922822873941053,3.88086405824679e-17
ENSG00000114480,GBE1,protein_coding,1369.78123218135,1.51335327416165,1.82667178329073e-28,3228.51599193289,1.88945481497497,5.38123951651194e-83
ENSG00000065809,FAM107B,protein_coding,2040.46966631772,1.36691930928071,2.22585429642921e-28,6474.15421006823,1.24893024341744,1.17662549386299e-26
ENSG00000189060,H1-0,protein_coding,6953.55003102521,1.30340056192522,4.99570174808678e-28,3715.12275171297,0.661092084090341,2.44764345511517e-10
ENSG00000072682,P4HA2,protein_coding,1156.07651991461,1.47335878748921,3.65394909416083e-27,5811.57851879087,1.08333863731954,2.48107780204685e-37
ENSG00000113083,LOX,protein_coding,215.650372053161,2.54996456020664,1.74711335446067e-26,1016.27317808237,3.64584980315722,7.88550572857732e-110
ENSG00000013441,CLK1,protein_coding,4152.35927703819,1.32447758845973,4.43546348473764e-26,2319.94331317796,1.08809944474046,5.02759549405359e-20
ENSG00000083444,PLOD1,protein_coding,6486.3664062834,1.28951463509014,8.67952924664982e-26,9740.1302625277,0.613194703133401,5.32922151045488e-11
ENSG00000074800,ENO1,protein_coding,30852.0410507647,1.36282308386198,1.74470822928393e-25,50869.2994677326,1.04762109930991,2.75040931582881e-42
ENSG00000116285,ERRFI1,protein_coding,2113.33133608572,1.25339125463411,2.37944492844333e-25,3412.33598120187,2.71722469972437,3.26742405340055e-112
ENSG00000092964,DPYSL2,protein_coding,767.069925198779,1.79466167300899,4.5468132031173e-25,7312.23594946548,1.22966807231096,6.12621065181602e-47
ENSG00000144320,LNPK,protein_coding,2028.04172471135,1.45926758765987,1.18032598559552e-23,5672.46261317329,1.28599763440916,2.01430219345524e-46
ENSG00000108960,MMD,protein_coding,696.10083195274,1.50378524565099,4.19357340450442e-23,1099.82444744953,0.652744674995913,8.25819967466743e-06
ENSG00000087301,TXNDC16,protein_coding,873.094777594593,1.44475542408382,5.15927454561127e-23,1279.44521916624,0.466514258937286,0.00088197089544638
ENSG00000188994,ZNF292,protein_coding,1112.88280198827,1.45556823719357,5.78777369224701e-22,1513.52013477791,0.88795875871955,8.25776932334954e-11
ENSG00000074181,NOTCH3,protein_coding,888.890871012104,1.47513952653403,2.50670305708293e-21,217.796017664043,1.77356543894454,1.22273280981271e-10
ENSG00000164211,STARD4,protein_coding,789.132538979893,1.61664291568363,3.1255909188634e-21,1391.6398211136,1.10217388616863,3.83269811105011e-18
ENSG00000124181,PLCG1,protein_coding,2841.69796232534,1.06965804732503,6.38644322842317e-21,2348.81136551067,0.332017873544663,0.00521476841186717
ENSG00000105329,TGFB1,protein_coding,98.5249170532462,7.64290541655107,8.05674653771338e-21,412.954187605261,0.507540363102392,0.0317050773917845
ENSG00000169213,RAB3B,protein_coding,2504.18462730126,1.13380078610058,1.79156804850696e-20,718.134168136291,0.448896510802977,0.0232471028969991
ENSG00000186918,ZNF395,protein_coding,766.04914984657,1.41879937506697,2.18481972450569e-20,1437.18647089412,1.66521171845126,5.28874025533291e-42
ENSG00000134769,DTNA,protein_coding,550.568289272282,1.56701071658083,2.69665171582262e-20,925.029586146023,1.01379190945485,1.26615511183986e-12
ENSG00000119950,MXI1,protein_coding,2552.16447076858,1.23384269411089,7.04898624438285e-20,2643.04040980551,2.2998116186774,3.36364893680082e-109
ENSG00000162545,CAMK2N1,protein_coding,1520.48503361614,1.37521107561884,1.32932917409661e-19,393.821799037207,1.46619019915391,2.63529784043297e-12
ENSG00000132793,LPIN3,protein_coding,736.00942566567,1.427202131399,3.26158350661592e-19,395.650786487379,0.502856930839124,0.0321410889770818
ENSG00000175105,ZNF654,protein_coding,1091.88736972355,1.47799860645754,4.07481695485573e-19,1089.35438169805,1.33174661893878,1.04844925845583e-22
ENSG00000134294,SLC38A2,protein_coding,7349.73489175849,1.14900787847984,5.97823871639614e-19,15362.7520539862,0.900375511070935,0.00761643598034991
ENSG00000147130,ZMYM3,protein_coding,1158.38272163175,1.2534496552467,5.97823871639614e-19,1134.90940182313,0.352629147277457,0.0252630560656857
ENSG00000146674,IGFBP3,protein_coding,5189.629142592,1.33736101834497,8.01548903537416e-19,11618.2282450124,4.78273267040142,0
ENSG00000118985,ELL2,protein_coding,5671.96945208063,1.23318400564685,9.88191991508723e-19,1563.43770496361,0.819834165712571,1.32560472466646e-11
ENSG00000135766,EGLN1,protein_coding,211.388362605746,2.08152829540208,1.03824602301272e-18,283.831018528224,1.28015990321285,5.34771605588429e-07
ENSG00000137504,CREBZF,protein_coding,3792.29569859837,1.06142293799298,1.0952594027002e-18,637.92112694655,0.680133098025658,8.90527239686897e-05
ENSG00000157224,CLDN12,protein_coding,5364.24323978424,1.11401450546315,1.18514023236467e-18,1862.38515936659,0.551292534131302,2.63618081321396e-06
ENSG00000054356,PTPRN,protein_coding,65.3199122220356,3.97235698610484,1.24023597882519e-18,46.0379644378211,4.74786333585916,6.25694443564596e-07
ENSG00000175265,GOLGA8A,protein_coding,747.485265615925,1.36070440109987,1.44813845726015e-18,210.937316579994,1.93447764788098,5.83608563884974e-11
ENSG00000108175,ZMIZ1,protein_coding,6045.19523931805,0.951527408761559,1.72327360219523e-18,4584.3458950676,0.717170220435907,3.24558356596318e-15
ENSG00000131746,TNS4,protein_coding,325.367739566226,1.74753874024633,1.9492835550165e-18,397.329831220106,0.672013539103121,0.00246089385958798
ENSG00000185650,ZFP36L1,protein_coding,2628.05339397716,1.13345955873722,2.11038180863378e-18,3873.12667074856,0.522126395628843,3.05026147459596e-07
ENSG00000077092,RARB,protein_coding,358.874971401078,1.73644277677535,2.70593624507773e-18,2276.14433838589,1.08366651610734,1.66542954031517e-18
ENSG00000151640,DPYSL4,protein_coding,357.569194300265,1.74371641065504,5.05700449499602e-18,113.11010962707,2.45272091191924,2.60594549115264e-09
ENSG00000196139,AKR1C3,protein_coding,71.3192643427232,3.76038213658475,7.91104945316207e-18,122.242370893864,0.851657764395038,0.0339017094035465
ENSG00000181744,DIPK2A,protein_coding,1003.23653189276,1.49382554397944,1.49970636391668e-17,614.205511407592,1.66104688377815,3.53190419261841e-22
ENSG00000168214,RBPJ,protein_coding,4774.04734999429,1.01120023836875,1.65674523768228e-17,1203.81114411789,0.993560155144868,5.94648068343029e-13
ENSG00000096433,ITPR3,protein_coding,1489.94637109389,1.11258071237569,1.78260384497548e-17,2304.61751302489,0.822758743047892,9.79774685941543e-15
ENSG00000064225,ST3GAL6,protein_coding,50.7905130479225,5.34093522307985,2.63929615738857e-17,1247.50668827061,0.7067600049352,2.71787284432463e-06
ENSG00000117000,RLF,protein_coding,1434.07899570405,1.26391255869838,3.23894931073345e-17,2109.72497583353,1.12357810139111,2.8562768823363e-19
ENSG00000134698,AGO4,protein_coding,1000.10599230747,1.2687228629292,3.23894931073345e-17,194.876496509021,0.629759122807401,0.0485882673516092
ENSG00000109046,WSB1,protein_coding,2684.78910749597,1.07450561766516,4.09536371826532e-17,693.95500672983,1.36285240076633,1.64857576522553e-17
ENSG00000111328,CDK2AP1,protein_coding,4950.18732630382,0.995236694373112,5.89020969295709e-17,2381.25274973872,0.757414608927678,8.63466515043693e-09
ENSG00000143153,ATP1B1,protein_coding,3003.40863766051,1.34129630516412,8.50689235135818e-17,5396.90925675653,1.6118022402833,1.67992712264151e-37
ENSG00000272398,CD24,protein_coding,482.546611577231,1.53383510797434,8.6195847771873e-17,745.950398886081,0.761723907326144,3.29231286474895e-06
ENSG00000197969,VPS13A,protein_coding,2996.46224149824,1.18932813509774,1.4259583506616e-16,2386.08502315666,0.479493639621395,0.000397949847205039
ENSG00000118263,KLF7,protein_coding,397.836810753095,1.5973915224703,3.80928336382275e-16,2562.77893208928,1.48089095412574,1.50594845230256e-40
ENSG00000124942,AHNAK,protein_coding,3852.59987622893,0.97303813068676,5.71709113405686e-16,52325.5073856164,0.701943602588633,2.39030122389077e-15
ENSG00000005483,KMT2E,protein_coding,5101.75775554964,0.979683599612479,6.55525648303816e-16,2422.04062035316,1.00049700616456,1.88245366024934e-15
ENSG00000125398,SOX9,protein_coding,239.567733216965,1.75396112109982,7.76164102114393e-16,4312.92660126225,0.564785570388799,1.89263233534169e-08
ENSG00000170379,TCAF2,protein_coding,96.2583290834345,2.93402004732487,7.93992480712035e-16,433.110382065165,3.30627670991676,3.07363869306066e-46
ENSG00000166446,CDYL2,protein_coding,1550.00578784193,1.03002140738183,7.98898184342823e-16,451.157686985223,0.654573436065183,0.00163562028885489
ENSG00000003436,TFPI,protein_coding,3693.63428172189,1.00636533097417,2.34922036748587e-15,2739.4112977066,0.861966709919979,3.07100959083104e-15
ENSG00000038382,TRIO,protein_coding,1579.80643024966,1.0133789540429,2.36657483516123e-15,2099.78076614465,0.663122472248704,2.63071668422263e-08
ENSG00000103222,ABCC1,protein_coding,3488.5212690129,0.899018593324656,2.61483089855349e-15,1038.85918039082,0.48078296210593,0.0033532228483286
ENSG00000112531,QKI,protein_coding,2254.50790589877,1.09641245593131,2.77169802592332e-15,4188.92292579513,0.462937589958806,1.50574145649626e-05
ENSG00000181458,TMEM45A,protein_coding,178.136606607123,1.97668756532272,3.63272560312692e-15,3640.14515950811,2.98295257813396,1.21020934269481e-194
ENSG00000078114,NEBL,protein_coding,1734.90626723396,0.994832160067359,4.15038525878901e-15,589.197292097614,0.714486075125124,9.04652320985533e-05
ENSG00000169439,SDC2,protein_coding,676.08521959972,1.29529366687651,5.4841258774989e-15,1613.90007800748,0.890816571189584,2.52136971385204e-13
ENSG00000143590,EFNA3,protein_coding,649.886373184373,1.22275879403002,5.8864187758616e-15,154.787422174409,1.90685319011319,2.90899795614467e-08
ENSG00000152217,SETBP1,protein_coding,1161.05626162829,1.07307765160414,6.03225134151749e-15,133.681692135721,1.00584108559306,0.00716254071275102
ENSG00000048028,USP28,protein_coding,914.007058817126,1.16491032498826,6.47298010984532e-15,1528.89650331333,0.629274008826385,3.52731956642556e-06
ENSG00000138641,HERC3,protein_coding,153.924605032717,2.07476087583976,7.1537846783483e-15,14.9850521005808,3.98432381654499,0.0101266623019516
ENSG00000082153,BZW1,protein_coding,5463.24666168215,0.905685152237358,1.12554736587702e-14,10103.9791102419,1.01984039993962,2.42636955242407e-34
ENSG00000049759,NEDD4L,protein_coding,7163.08661225005,0.842588603726166,2.47066630159688e-14,4710.58731452182,0.352687628197956,0.000444159571585055
ENSG00000166484,MAPK7,protein_coding,517.272492281611,1.36847819934222,4.74023010667289e-14,420.52425539195,1.0668639310701,4.71083509092871e-07
ENSG00000162433,AK4,protein_coding,3493.88073769661,1.11483948281708,4.89750979186319e-14,4605.89078870762,1.76925327623609,2.95755129635334e-79
ENSG00000108061,SHOC2,protein_coding,2045.5248396987,0.990327303291866,4.94687034228583e-14,2244.99764205157,0.563716240026809,1.84237361996523e-05
ENSG00000169992,NLGN2,protein_coding,428.367028035353,1.39722125049927,6.6111675796357e-14,493.686339358858,0.820750762716259,2.80347425470045e-05
ENSG00000113916,BCL6,protein_coding,2006.79932577713,1.09039692120037,6.72005744965231e-14,789.15866260186,0.710734076214243,2.24252256898679e-05
ENSG00000113742,CPEB4,protein_coding,1606.9007521319,1.01901336206951,6.92353675002421e-14,2094.77343896012,0.287120870050203,0.0499594091711999
ENSG00000106086,PLEKHA8,protein_coding,1025.49443686699,1.04652159326291,1.05448099955484e-13,912.312311186859,0.618270676933024,0.00203825206629859
ENSG00000091542,ALKBH5,protein_coding,3431.93484746647,0.852856824791227,1.08877038220376e-13,2394.41998424051,0.957576764524103,1.21587532445175e-19
ENSG00000111640,GAPDH,protein_coding,31833.1307513499,0.858600833644665,1.17066667945504e-13,50314.3728197198,0.577255187632392,1.23385254537243e-13
ENSG00000130702,LAMA5,protein_coding,1750.76965898073,0.934803461746577,1.81464753661614e-13,2156.73504401818,0.352077263314333,0.00695174242474457
ENSG00000116016,EPAS1,protein_coding,185.773317036622,1.79418968233326,1.9069007745152e-13,3543.3672933388,1.18479457497708,3.2133731099091e-29
ENSG00000155189,AGPAT5,protein_coding,1877.44572585803,0.925873085547183,2.82136998687375e-13,184.050997860994,0.740236700755384,0.0227013314321466
ENSG00000043039,BARX2,protein_coding,68.0277747218657,2.96983268396283,3.77306733646371e-13,44.2719559246841,1.97698662785839,0.00794869716805834
ENSG00000135245,HILPDA,protein_coding,671.912758619712,1.15084280914864,3.77306733646371e-13,1683.58559565006,3.51040971979557,2.70943564294875e-134
ENSG00000152503,TRIM36,protein_coding,929.826022220794,1.11468867502316,4.0292605237014e-13,474.953528970326,0.508820764294075,0.0166257685843171
ENSG00000075426,FOSL2,protein_coding,721.533348074757,1.12599625456779,4.16013894632365e-13,1567.00793320394,0.365338746254782,0.0056418440409945
ENSG00000034510,TMSB10,protein_coding,4247.86496793405,1.11065792929384,4.70262161805929e-13,18997.0240242606,0.391574532709076,3.63388288837102e-05
ENSG00000120129,DUSP1,protein_coding,649.887278224127,1.13525868781056,7.09691258404546e-13,1450.82165455939,2.09114256235393,5.13759936324271e-65
ENSG00000143622,RIT1,protein_coding,1439.27615086776,0.961335373055612,1.10662673704585e-12,737.023641134821,0.976086418390955,4.97910994600386e-09
ENSG00000242265,PEG10,protein_coding,656.372536021904,1.13750620092074,1.30189647276786e-12,6570.30836567193,0.420852278558563,2.11788638104674e-05
ENSG00000112941,TENT4A,protein_coding,1219.78474819222,0.960614907410312,1.6402918689958e-12,1121.86415153875,1.1905681197496,1.59855841890646e-16
ENSG00000099194,SCD,protein_coding,32450.156370059,0.759050033692855,1.83083505067031e-12,14929.8823644567,0.729400987761499,1.93336008048957e-19
ENSG00000134986,NREP,protein_coding,233.083005711741,1.61493118623596,2.45682056389284e-12,156.054382656444,1.06716033993349,0.00252198465155317
ENSG00000116017,ARID3A,protein_coding,468.637866431404,1.22255427451005,3.12159311303813e-12,276.705565341577,1.12913024010585,7.70969546651225e-06
ENSG00000154845,PPP4R1,protein_coding,1338.63139393507,0.928335987520956,4.11671150082005e-12,4034.36081392968,0.376185926281847,0.00096389071290689
ENSG00000111669,TPI1,protein_coding,10830.6669859936,1.0027758096087,5.36638558955755e-12,10209.4835487692,1.26592124037066,2.41004483037005e-50
ENSG00000081019,RSBN1,protein_coding,1057.93144433779,1.05020571792175,5.57039124227063e-12,1812.91776616938,1.22309670534705,3.79825089284842e-25
ENSG00000171608,PIK3CD,protein_coding,1451.83743103999,0.886731311017369,5.71917602077156e-12,320.762665223246,0.765159487761439,0.00140108616141816
ENSG00000132432,SEC61G,protein_coding,1923.65806322913,0.939109037337886,6.36440651118563e-12,1794.41444152266,1.84981001808496,3.58424159125264e-60
ENSG00000075539,FRYL,protein_coding,1617.06401862611,0.999875676804492,8.5031128266387e-12,2934.04857003117,0.696829062608063,7.63912719733021e-11
ENSG00000162522,NHSL3,protein_coding,6325.34962859681,0.798774184340508,9.27404709283835e-12,1900.16378875759,0.863215450378546,4.90372445922171e-14
ENSG00000198265,HELZ,protein_coding,3168.491973762,0.84900873438557,9.78522593628709e-12,3963.61612837765,1.02933853692337,1.92041748956578e-20
ENSG00000137693,YAP1,protein_coding,3690.01480782317,0.883324246643582,1.70723361709918e-11,2644.69144224538,0.652948090112588,3.73917616049742e-09
ENSG00000114120,SLC25A36,protein_coding,4014.56756874604,0.982249210422733,1.87030932656395e-11,3051.29579121971,1.34820694643808,1.55562723274733e-42
ENSG00000104331,BPNT2,protein_coding,5078.77277239057,0.857078329658788,2.1317821618231e-11,2913.02615232081,1.0282599622233,1.69923369733903e-23
ENSG00000197747,S100A10,protein_coding,84.8228192628958,2.40577955019844,2.65721728584164e-11,9432.17703424423,1.11937120281449,8.05286472410795e-35
ENSG00000198743,SLC5A3,protein_coding,1060.40104469632,1.01250844776811,3.26090508054152e-11,3455.639412186,1.40150174271614,0.0111902019888965
ENSG00000158292,GPR153,protein_coding,119.248869811759,2.06159980459788,3.395868525343e-11,889.998424708719,0.484852640838085,0.00199608608735699
ENSG00000161638,ITGA5,protein_coding,570.261388093234,1.21918129175205,3.44607985917346e-11,4373.37267799335,1.72366459097619,2.70315096580273e-60
ENSG00000120693,SMAD9,protein_coding,1110.83654477643,0.987512233369915,4.90481965448207e-11,766.711646583897,1.17982726092979,2.17712901502382e-13
ENSG00000180773,SLC36A4,protein_coding,255.593018316405,1.40729129175185,6.23615349795688e-11,581.802932889311,0.829493999982261,0.000126319536896429
ENSG00000115461,IGFBP5,protein_coding,336.461992249622,5.67464660265273,6.3737321290204e-11,1341.97160076811,2.28122492232684,5.12489613821055e-10
ENSG00000127481,UBR4,protein_coding,3131.0371527835,0.805223269314807,6.43815701611633e-11,4806.69269906928,0.751704443381154,2.22517082436926e-12
ENSG00000138640,FAM13A,protein_coding,1413.50302705616,0.88997579133526,8.88921579924227e-11,696.889705470228,1.30839865615796,8.54429005805546e-16
